race,cand_name,cand_img,cand_details,race_code,url,vs_state,vs_office,district_no
"
                  Arizona
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",Raul Grijalva,//static.votesmart.org/static/canphoto/28253.jpg,"
                Raul Grijalva

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/28253.jpg,"Arizona
","U.S. House
","7
"
"
                  Arizona
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",Luis Pozzolo,//static.votesmart.org/static/canphoto/205899.jpg,"
                Luis Pozzolo

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/205899.jpg,"Arizona
","U.S. House
","7
"
"
                  Arizona
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Alixandria Guzman,//static.votesmart.org/static/canphoto/210627.jpg,"
                Alixandria Guzman

                (Running)

                Democratic, Write-In
              ",H,https://static.votesmart.org/static/canphoto/210627.jpg,"Arizona
","U.S. House
","8
"
"
                  Arizona
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Debbie Lesko,//static.votesmart.org/static/canphoto/106483.jpg,"
                Debbie Lesko

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/106483.jpg,"Arizona
","U.S. House
","8
"
"
                  Arizona
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Jeremy Spreitzer,//static.votesmart.org/static/canphoto/210628.jpg,"
                Jeremy Spreitzer

                (Running)

                Democratic, Write-In
              ",H,https://static.votesmart.org/static/canphoto/210628.jpg,"Arizona
","U.S. House
","8
"
"
                  Arizona
                  U.S. House
                  
                  District 
                  9
                  
                  
                ",Paul Gosar,//static.votesmart.org/static/canphoto/123491.jpg,"
                Paul Gosar

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/123491.jpg,"Arizona
","U.S. House
","9
"
"
                  Arizona
                  U.S. House
                  
                  District 
                  9
                  
                  
                ",Richard Grayson,//static.votesmart.org/static/canphoto/874.jpg,"
                Richard Grayson

                (Running)

                Democratic, Write-In
              ",H,https://static.votesmart.org/static/canphoto/874.jpg,"Arizona
","U.S. House
","9
"
"
                  Arizona
                  U.S. House
                  
                  District 
                  9
                  
                  
                ",Thomas Tzitzura,//static.votesmart.org/static/canphoto/184584.jpg,"
                Thomas Tzitzura

                (Running)

                Democratic, Write-In
              ",H,https://static.votesmart.org/static/canphoto/184584.jpg,"Arizona
","U.S. House
","9
"
"
                  California
                  U.S. Senate
                  
                  
                ",Mark Meuser,//static.votesmart.org/static/canphoto/139080.jpg,"
                Mark Meuser

                (Running)

                Republican
              ",S,https://static.votesmart.org/static/canphoto/139080.jpg,"California
","U.S. Senate
",
"
                  California
                  U.S. Senate
                  
                  
                ",Mark Meuser,//static.votesmart.org/static/canphoto/139080.jpg,"
                Mark Meuser

                (Running)

                Republican
              ",S,https://static.votesmart.org/static/canphoto/139080.jpg,"California
","U.S. Senate
",
